label,text-cat
neg,does not cut hair cleanly . ends up pulling at hair and requires multiple passes
pos,"this is a truly amazing deal from amazon , where i also received free priority mail shipping . the photo does not display all that you will get . you will receive 6 boxes of q-tips cotton swabs , totaling an ammazing 3 , 500 q-tips in all . i will never ever have to purchase another q-tip as long as i live ! ! ! ! ! what a fantastic deal from amazon !"
pos,"this book is a somewhat linear history of the past 13 , 000 years across the continents . diamond seeks to sum up history across various societies on all the continents in a relatively short volume . the impetus for this search starts with a question from a friend of his from new guinea named yali . yali 's question was , "" why is it that you white people developed so much cargo and brought it to new guinea , but we black people had little cargo of our own ? "" reading the book , i think i gulped at this point . this sounds like a classic , loaded question . it sounds disturbingly close to why have we ( europe and its former colonies ) succeeded where they have failed . diamond does not descend into that territory though , but he does not evade criticism for skirting it completely . there are references to a culture 's success in industrializing or condensing populations that diamond brushes off as a mixed blessing , for instance . the advantages of a hunting / gathering culture are not really explored outside of the remarkable sustaining nature of southeast asia . this history can probably be described ( or perhaps is most successful ) as based around environmental causation ( as opposed to the racial / ethnic / social causation that the lump in my throat had been fearing ) . descriptions of climate ( note : that the history begins with the cessation of the last great ice age ) , longitudinal or latitudinal axes , elevation and landmass differences play a strong role in determining the fate of humanity . still , it is interesting to look specifically at the items gathered in the title . guns . europe 's refinement of this technology was based on china 's innovations with gunpowder . today 's dominant society is a product as much of what it has swallowed and thus incorporated as by what it has innovated . as an interesting counterpoint , japan had owned more and better guns in c . 1600 ce , than any country in the world . samurai rulers first limited then outlawed the technology . japan would n't resume manufacture until mid 19th century . obviously , there is an indisputable importance in the weaponry 's influence in shaping the geopolitical world of today . germs . epidemics left people from cultures based on cities with who could resist smallpox and those dense populations more easily replaced those who did n't survive . smaller groups have a distinct disadvantage versus the interdependent and consequently more interchangable larger cities . epidemics develop out of these civilizations as germs jump over from domesticated animals ( and smaller groups may not even have animals to domesticate ) . interesting note : the emperors of the mayan and incan civilizations both succumb to disease ( likely smallpox ) rather than guns . steel . technological advancement is keyed on innovations brought about by dense populations and the possibility for abstraction of responsibilities . a hunter-gatherer culture lacks the abstraction necessary to divide responsibilities to allow for such developments as literacy and mining , as the energies that would fuel these are directed toward survival areas . diamond makes an interesting and controversial point that the hunter-gatherer culture may be more attuned to intelligence as an evolutionary necessity over civilized society , where the evolutionary energy may be directed at surviving these epidemic illnesses . there are many aspects of environment that serve as limiting conditions for the development of these things . first , there appears to need to be sustainable farming . many of the staples of modernity are the crops first domesticated in the fertile crescent region ( where today we invade , suck oil , and force the conquered to endure freedom ) . the western asian breadbasket provided the means to bank food so that trades could develop . as a complete side note , the genesis book of the bible can be viewed upon through this filter as it goes into great detail how joseph set up a system of storing and meting grain in egypt to greatly increase the population and avoid the calamity of drought and famine brought on by sustenance farming . another factor in the civilizing of eurasia is the landmass itself . compared to africa and the americas , eurasia is mainly west-east axis versus north-south . movement of successes in cultivation and domestication could more easily occur because climate differences are easier on a latitudinal basis than on longitudinal . something like corn ( maize ) which was domesticated in central americas took a very long time to make it to north america because of geography . llamas and guinea pigs ( which could be useful for pack animals and food ) never made it north . conversely , all those fertile crescent crops and bigger domesticated animals like cattle , horses , pigs were able to spread from one tip of asia to the opposite tip of europe . to answer yali 's question , some of the answer is luck . africa , australia and the americas may not have been afforded the botanical or zoological advantages that eurasia had . some other is environmental determinism , where you are helps make up who you become . for going forward , diamond cites transportation , communication and information advances as factors that likely will obliviate these historical forces in the future . after word : harpers magazine tackles an issue that was brought up , but not as fully developed here , that of pre-clovis native american discoveries ( pronouncements ) , knowingly confronting a loaded racial / ethnocentric question in a folio called "" might white of you : are american archaeologists white supremacists ? "" the archaeological records supports people living in the americas since about 9000-11000 bce . there are scant scraps of evidence prior to that date , but plenty of theories typically more titillating than substantive . one wonders if the pre-clovis discovery ( especially all the business about "" caucusoid "" skulls ) , is n't so much about archaeology as setting up an imagined genocide to justify a documented genocide ."
pos,"this is my first review for amazon . i 've always felt that the reviews that i read were adequate to represent the movies and anime that i liked . not this time . i have an extensive collection of anime . everything from the really silly stuff , filled with fan service , to the very serious classics that so many fans rave about . i 'm not really into the mecha thing , though i do have a lot of it . it 's the animation first that drives my interest , then its the story and the character development are close seconds . appleseed has all that i 'm looking for in an anime , and in spades . great characters , a well crafted plot , and some of the best animation i have ever see . to say , as some reviewers have , that the movement in this version are unnatural , is more than unfair , it 's just not true . all action is extremely lifelike , and the action scenes are the best i 've ever seen . i actually found myself reversing the disc to rewatch some action repeatedly , something i never do . i 've owned this version of appleseed a few weeks now , and i have watched it at least five times , and am looking forward to another veiwing soon . i have relied on amazon reveiws to decide whether or not to buy anime in the past , so i hope that this reveiw is helpful . there is a lot of good anime worth investing in , and this one is near the top of my list"
neg,do n't get me wrong with the 2 stars some songs here are really good . traffic ur adagio for strings nyana those songs are just great and the best off the album . but songs like walking on clouds sweet misery love comes again forever today can only be enjoyed so little times but they are good though . no song here is annoying in the beginning and i see a lot of 5 stars and either they are just suckers for dj tiesto or they wrote the review as soon as they got it . cause after months of having this you will see yourself skipping to songs just to hear the good stuff . dj tiesto shows he does a good job working with vocals but for a number 1 dj i expect to be hearing his stuff for a long time before getting annoying verdict : 2.8 out of 5.0 not bad for the first 20 listens but damn i could have enjoyed it much more
neg,"i would give it negative stars but that was n't an option . this thing is horrible...does n't cut very close , certainly does n't hold a charge , engine noise slows down and dies out after about 5 minutes . and oh yeah...the horrible razor burn ! ! ! seriously the razor burn was horribly painful even with shaving creams"
neg,"rob touches on so much with this cd . my favorite song is one that has n't got any airplay and , in my opinion , the public missed out a great hit ! "" streetcorner symphony "" is about people coming together . it 's what i call my happy song . each day as i go to work i play the song as loud as i can get it ! we , my daughters and i , saw him live and he also called it a happy song ! i ca n't wait for his live albulm to come out ! there are fast and slow songs on this cd and will be worth every penny you spend to buy it ! incredible voice and songwritting"
pos,"i like the main voice ( s ) and i like the music , but the voices are over powered by the music . if they turned up the voices a bit i think this would be a great album . this album does not sound like other albums i have so i 'm not sure what to compare it to ."
neg,"i really ca n't understand why all the reviewers are going crazy over this record . first off , i bought it without hearing anything by them before , but it had been highly recomended to people who like tool and mars volta by amazon ! ! they coul n't have been any more wrong . so , why did i personally find this so painfull ? well , the whole thing in general is quite painfull . first off , the musicians . the whole band sound like studio musicians . no obvious indivuality or anything new to offer . then we get to the vocals . the closest thing i can compare them to are alison moyet or anthony and the johnsons . i do n't mind anthony and the johnsons , but this guys vocals and the music just do n't rock . which is fine . it 's ok not to rock ! but why the hell , being a tool fan and mars volta fan , was i recomended this ? it 's bland , it 's week , and the dubby bass , boring guitar playing / sound.. . weak vocals. . actually , forget it . the whole package . it is just lame"
pos,"if you have used ms streets & trips , then you 'll know your way around autoroute . we are using this to plan a trip to europe next may . based on my knowledge of locations in britian , the software appears to be pretty accurate . if you want to use this with a gps that does not come bundled with the package , expect some frustration . i still have not figured out how to get it to talk to my usb based garmin unit . i think it is possible , just do not know how ."
neg,although it kept time ( which indicates the batteries were good ) this did n't work the first day i used it . it worked the second day . it stopped working by the third day and the battery cover broke off sometime during the day and was lost . this was a complete waste of $19
neg,"i was offered one of these while cycling and thought it was very tasty . so good , in fact , that when i got home i went straight to the web site show on the back of the wrapper to learn where i could buy them . just above the web address is the nutrition and ingredients list . that was probably a mistake on the manufacturer 's part as it gives you something to read while the site comes up . oops ! this bar has a whooping 25% of your daily allowance of saturated fat ! not only that , but the fat is palm oil . this might be acceptable for a soldier involved in prolonged strenuous activity but i doubt a cardiologist would recomend it to most of us . a commercially formulated product is more likely to fill the average person 's need for a lower fat ( and healthier fat ) energy bar , than one formulated for extreme physical activity , sold for profit and marketed as a patriotic tribute to the troops . bottom line : read the label , weigh the health risks and if you want to support the troops , there has to be a better way than eating hooah bars ."
pos,"my wife had high bp , so we got this model . the reasons for choosing this model were that : 1. the upper arm monitors are supposed to be more accurate 2. it was cheaper than the fully automatic models 3. omron seems to be one of the better / best brands . 4. supposedly , the pumps on the fully automatic models are prone to breaking . the unit appears well built ( including the hand pump ) . it is easy to operate , and it seems very accurate . we checked its readings with an fully manual unit that we have at home , and the automatic unit at the drug store . we find it takes very accurate and consistent readings . people with physical limitations might find the hand pump inconvenient . also , people with a big arm might need to buy the larger cuff . i 'm overweight right now , so the cuff barely fits my arm , but fits my wife 's nicely ( it was bought for her )"
neg,"i watched the first half hour of this and could n't get through it . i dislike michael moore as much as anybody , but the fellow that put this piece together needs to go back to film school . it 's an amateurish , whining documentary made more for spite ( and those 15 minutes we all want ) than anything else . getting called down by michael moore at a public event and then talking to some sympathetic people outside ( people who probably just had nothing better to do on campus that night ) does n't prove that michael moore followers are all waffling malcontents , dude . overall , i rate this film fail"
neg,"you 've got to be kidding me . the fry 's salesperson told me microsoft word could n't print business cards and that i should buy this product to make high quality business cards . what an incredible lie . this is such a piece of junk . it has almost nothing . the cards look terrible , a total embarassment . it 's hard to use , it 's easier to make it in word . lies lies lies junk garbage lies lies lies"
pos,such a kiddie classic..so cute im 22 and had to have this because i loved it as a ki
pos,"luc ferry raises some very important and pressing questions about the implied praxis behind deep ecology . does the vision of society espoused by deep ecology depend on an authoritarian social structure ? does deep ecology demand a level of political correctness which places its premises beyond question ? ferry is not the first to raise these questions . the institute for social ecology , led by murray bookchin , has made the critique of deep ecology its bread and butter . of course , there are plenty of ideologues within radical ecology , but they do not make up the whole story . particularly glaring is ferry 's one-sided depiction of eco-feminism . in fact , some eco-feminist work in the u.s. has been particularly sharp at questioning the orthodoxies of both radical ecology and feminism . the questions which occupy ferry should be asked by every person who is involved in radical ecology , and many of his criticisms are on-target for a specific body of work . but he does n't bother to see the whole picture , and readers should be careful to read beyond the quotes cited by ferry and to study deep ecology and ecofeminism on their own terms"
neg,"good lord , people must be busier than i thought . if you have n't been allowed to even think about your future after retirement , then maybe you will get something out of this book . for the rest of us , this is drivel"
neg,it worked fine for 2 -3 weeks and then it would get about half way through blow drying my short hair and it would just stop . i had to let it rest for 10 minutes and then it worked again . gradually the time it worked got shorter and shorter and eventually it just stopped all together . very frustrating . go get a professional dryer . it might cost a bit more but it 'll work ! and probably for a long time
pos,just bought this showerhead i have a stand -up shower built in with a pull around curtain . all other heads blow the curtain out and water on the floor . this is the one . it works great . i have a shallow well pump with 40 -60lbs of water pressure setting . my wife loves this so much i will get one for her up stairs full shower bathtub
neg,"i do n't know what the last poster was thinking.. . this dvd goes to the top of my worst quality list . i would n't complain as much but they are advertized as & quot ; digitally remastered , & quot ; which is obviously meaningless . & quot ; long john silver&quot ; is soft-focus , borderline blurry , throughout ; marred with constant flecks and blobs ; and has countless vertical scratches that score the full image . it 's like watching some old home movie you found in a trunk . have n't viewed & quot ; captain kidd , & quot ; but a cursory scan indicated it too is in poor condition . if that 's the best the films come , and there 's no money for clean-up , so be it . but get that misleading & quot ; digitally remastered&quot ; off the box . that 's a hoodwink if ever there was one"
pos,"i had used some third party batteries with 15 minute charger , that used to die for 10 photoes or so . this canon one seems to realllly laaast looong.. ."
pos,"i love "" fool for the city "" i have also always loved savoy brown "" looking in "" and did n't know until recently that lonesome dave was the singer and most of the savoy brown band went on to form foghat . if you are a foghat fan you should check out "" looking in "" by savoy brown . if you 've heard other stuff by savoy brown and did n't like it , do n't be discouraged because "" looking in "" ( and only "" looking in "" ) is essentially foghat . there were a lot of changes in savoy brown personnel through the years and the guys that did looking in were the best ."
pos,"this is the easiest way i 've ever been able to make cd's . it realy makes photo cd 's easy and produces a great product . a group of frinds and us just got back from mexico and i put all of everyones photos in separate files on a cd . the automatic slide show goes through the differ n't files as if they were just one file with no seperation , but the pictures are still separated in each person 's file for ease when printing and so forth . it 's great , wish i would have had this years ago"
pos,i installed it in my new computer with the easy to follow steps and i find that it gives me wonderful protection . i would recommend this product to everyone . i am very satisfied . i feel my computer is very well protected
pos,"this is a fantastic tool for self improvement and relaxation and a flawed but acceptable game by gaming standards alone . the biofeedback hardware / software is excellent and you will make progress whether your goals are stress reduction , better meditation , building higher self-esteem , maybe even reaching higher states of consciousness etc...the "" biofeedback events "" are diverse and well designed and generally just great to use ! most of the in-game advice is also fantastic and there are a few "" easter eggs "" which offer very practical tools to help build your self esteem , realize your goals etc...much of the *substance* of this project is masterfully achieved ( though there are a few cheesy moments ) . that said the interface etc. needs help , it can be downright frustrating , and the relatively low-res graphics can be a strain on some screens . thankfully these issues have been addressed in the expansion pack wisdom quest , which i also highly recommend . overall , this is a really innovative and great product . also a good investment as far as biofeedback devices go since there will likely be more expansion packs and third-party software to come"
pos,this is my favorite ghostface slbum . it has a geat vibe to the cd and you could not get sick of hearing it . check it out and you wont be dissapointed . rating a
pos,these hair brushes were the rage when i was in junior high . i have had one since then . it is a great brush and lasts forever . worth the price
neg,"i was anxious to hear an astounding modern yet retro dance disc from one of my favorite girl groups of the 80s . unfortunately , instead of picking up on the latest influence of 80s music in dance music , what we get here is predominantly disco flavored tracks that sound painfully dated , with some latin tones now and then . the only semi retro / electro tracks on here ( and my favorites ) are feel for you , love bite , your love is like a drug , and marc almond 's remix of venus . the two lead singles "" move in my direction "" and "" look on the floor "" are not even the strongest tracks ! and the remixes on their singles do n't make them much better . i appreciate the commercial direction the girls have taken , but you can still sound mainstream while being more sophisticated than this . take a listen to the new madonna or even the kelly osbourne ( ! ) to hear some infectious melodies with an 80s flair that do n't melt down into total cheese . unfortunately , i just do n't see us radio embracing any of the sounds on this disc . but of course , fans of bananarama should still add this one to their collection . it 's listenable , if not up to today 's standards"
pos,"ac / dc is the greatest band ever ! ! ! ! ! ! ! ! ! ! ! ! this cd has my fav song on it rock n roll damnation i luv both eras , bon scott and brian johnso"
neg,"after souring to dizzying heights with their first four albums ( a feat achieved by only a handful of bands ) the inevitable fall seems to have come on this disc . the bunnymen built their reputation on moody , psychedelic concept pieces that culminated in ocean rain . for this release the band moves into more ' mainstream ' territory , eschewing album-wide cohesiveness for a more radio friendly approach . unfortunately these lightweight songs do n't work as well as the tantalizingly obscure sound they abandoned . if you 're new to the bunnymen you 're probably better served by checking out their first four albums ( crocodiles , heaven up here , porcupine and ocean rain ) or skipping forward to their more recent efforts evergreen and flowers"
pos,"this lens is outstanding . speed and sharpness are top-notch . i use this lens for a wide array of situations and it has always delivered impressive results . best lens in it 's class at a reasonable price . it 's well built , sturdy , and not so heavy so it 's relatively easy to carry around . canon really impressed me with this lens . i use it with my eos system ( traditional and digital cameras ) ."
neg,"i ordered this mic after having to return the ecmhs1 ( because it was , in reality , totally non-directional ) . well , this one actually is directional , but it is such a pain to use i wish i never bought it . 1st of all , you should know this mic does not work with the "" smart shoe "" available on most sony camcorders - this means it will not receive any power from or transfer sound data to the camcorder through the shoe . therefore it is battery powered . this may seem like a minor problem , but it means you need to remember to turn it on and off each time you video , otherwise you will have either a soundless video or a dead battery . believe me , at some point you will forget this . not being smart shoe compatible also means you have to plug the mic into a jack on the camcorder - this can be a real hassle if you have a small device and are trying to loop the cord around so it is n't in the way . ( in my case the jack is under a rather cheap plastic cover that threatens to break off with repeated use . ) ( as you might expect , i highly recommend you check whether a mic is smart shoe compatible . of course , that means the mic does n't need a battery or audio plug - not that it will simply fit into the shoe . it 's a great feature . ) finally , while the engineers at sony have done some amazing things over the years , they were n't able to do even a half-decent job designing the cap that covers this mic 's battery . this cap will fall off with even the slightest touch . this can be incredibly annoying . mine fell off several times - fortunately i always managed to find it . i finally put a piece of duct tape on to secure it ( does n't look great , but at least the color matches ) . considering the high cost , this mic is a really bad investment . while the non-directional mics in most camcorders are pretty pathetic , this is a very poor substitute ."
pos,"if you like fantasy and are not acquainted with the works of andre norton , then this is an excellent starting point . believable , heroic characters and a well thought-out & quot ; witch world&quot ; combine to make for an enjoyable read . simon tregarth is transported through a mysterious gate into a world populated by people and other things not people . a struggle goes on between good and evil , and it 's not clear who is winning . ( but , we know who wins in the end - & quot ; good&quot ; , of course . ) the style of writing - more of a story that unfolds as it is read - is one strength that characterizes her writings . that , and the fascinating settings , imaginative perils faced , and strong likable characters make this a & quot ; must read&quot ; . this is a refreshing hard-to-put-down story . it does not suffer from the typical overinflated , overwordy , overcomplicated , and overcharacterized ( and lifeless ) features of the usual fantasy megathon offered today"
pos,"this is kl 's reveiw this was a very good movie but the plot was a little on the strange side . mitchel musso did a great job , well we all know he always does a great job.okay i 'll stop drooling over him and get back to the movie . this movie is about a cranky old man that dos n't like people to set one foot on his lawn , and a teenage boy that lives across the street that documents every toy the old man takes because it touched his lawn , what time it was when it accured , and takes pictures.but then when a tragic incident happens to the old man and every one asumes him dead well at least the boys do . the teenager dj and his friend chouder discover that the house is even stranger than the old man and that the house seems to be possessed by the old man , well thats what the boys think . then when a arogant girl named jenny selling holloween candy goes up to the house dj and chouder come to her rescue and she ends up helping them find out more about the house . their plan is to put out the fire or the heart of the house . but when thay finally get inside of the house they discover a very strange thing which i 'm not going to say because your going to have to just watch it for your self.but before they get to the heart , they get up chucked , lol.and then a horrable thing comes to their minds its holloween and every kid that goes to that house is going to get eaten ! but i 'm geting too close to the ending or am i ? well if you have n't seen it you would n't know so you 'll just have to watch it because i 'm not giving any more of the movie away ! hope you like it and by the way mitchel musso 's mine ! ! ! ! !"
neg,"this is one of the dullest chick lit derivatives of the ya-ya sisterhood and their adventures , or misadventures . it is full of misery , poorly developed characters , and is so formulaic that i predicted the outcome after about 50 pages , at which point i could no longer stomach these ego-driven , falsely sweet dolts . do n't waste your money"
pos,"i 've tried many a serum , potion , lotion , cream.. . every over the counter fit-it on the market and none have had the wonderful effect that this has had ! i know , iknow.. . there are those out there who say the effect is fleeting , but i 've yet to see it"
pos,"having only seen seinfeld 's series on tv that goes by the same name , it was great to have the opportunity to see him as a stand up comedian on dvd . i 'd never seen the dvd before , but some of the material sounded familiar.. . perhaps it overlaps with some of the opening and closing live gags that are shown on the seinfeld show ? you may notice that in his speel about the chinese he lets the word "" shovel "" out too soon ( when talking about the chinese 's perseverance with chopsticks ) , and thus spoils the joke a little bit . but seinfeld is obviously a master of ad lib , so he managed to work around it . a thoroughly recommendable dvd"
pos,"my printer fits perfectly , with plenty of room for the paper tray , extra paper and a few other things that i have managed to get in also . i love this bag....thank"
pos,i was looking for a towel that would dry me quickly and this towel did just that . it also dried completly by the next time i needed to use it . i would recommend it to anyone looking to get out of the bathroom faster . it is not soft and cozy but it does the job
neg,i like the idea that michael lewis wrote this book / article to defend a man whose coaching techniques are clearly out of style in todays world of my child this and my child that . having said that i did not like this book : 1 ) the writing was chopping and hard to follow at times . i had to re-read many sentences to understand lewis ' point . 2 ) the story lacked the depth of lewis ' other wonderful books - where 's the who / why / what that lewis used to moneyball ( and others ) educational - i wanted the story behind the story . 3 ) who were all the pictures of ? i found them distracting.. . i 'll continue to read lewis ' books bu thope the next one is bette
pos,"we use the zbars for breakfast , and my kids love them ! i love them too , as they 're organic , contain no trans fat , no refinded sugar or flour . they 're yummy and healthy"
neg,"the kidz bop series is the ultimate travesty in music . and do n't think that it 's good just because your kids might love it . kids also like to eat mcdonalds , but do n't try telling me that their food is healthy . there is plenty of good music out there than is clean enough for children . and , surprisingly , a lot of these songs are very inappropriate for children , even with the expletives deleted . there is no reason on earth why these records should exist , excepting for the fact that record execs want to milk more money out of the singles once their radio play starts to diminish . i agree with the person who suggested the beatles as an alternative . seriously , do n't buy this !"
neg,"i do n't have a problem with the software . it pretty much does what we need but reversing an error can be a nightmare . before i start this tirade , i should point out that the customer service reps were very nice . but they do n't have the infrastructure to provide the most basic level of service ( please , read on ) . the customer support system for the payroll upgrade on this product is really scary . ( 1 ) they want to have access to your checking account to pay for the annual payroll subscription ! ! ( 2 ) they do not send receipts ! ! i help with the books for a small non-profit and paid for the payroll subscription on my own credit card . the only receipt i could get was a copy of the invoice , which is not formatted to print correctly on an hp1200 ( duh ! ! ) . what is really disturbing is that these people are supposed to be accounting experts ! if you acquiesce to the checking account withdrawal , the only receipt you receive is the line item on your bank statement . have they every heard of a "" paper trail "" . well you sure wo n't get one if you purchase the payroll subscription for this product . i will start looking for an alternative to intuit because they obviously do n't understand some basic accounting and auditing principles ."
pos,"i am not a professional photographer . i just happen to be a grandson of one . i use a fully manual canon tx slr for my work . so far i 've shot 5 rolls of this stuff . every time there has been something wrong with the camera / me / lighting . every time i got a usable , and sometimes , great print . this film has a huge exposure latitute ( you can really screw up and still get an image ) when i show these prints to others , they look at me funny and say , & quot ; this is iso 400 ? & quot ; it has really fine grain . and because it 's iso 400 , you can use it for almost anything ( i got usable prints after shooting a soccer game : my camera was set at iso 100 and there were light leaks in the camera door ) . it 's a great film , although i 'm told the royal gold it replaces is still better . pick up a pack of this and see what you get . you 'll be amazed"
pos,"digital photography is a fast-moving target , and this book manages to keep abreast of the latest changes with valuable information that 's vital for anyone doing digital photography . it explains all the key concepts clearly and completely , with lots of advice on getting the best photographs with any type of digital camera . i would have liked additional coverage of digital slrs , but i have found that elsewhere , and still prefer complete digital photography 's treatment of the broader topics"
pos,this is an essential collection for every al pacino fan . in carlitos way and scarface he does one of his best work ever . then there is the performance that gave him his only oscar so far in a scent of a woman . if you enjoy really good films with a good script and cast you should buy the al pacino collection
pos,this product was reffered to me by my hairstylist after she noticed alot of frizziness and breakage in my hair . this has worked beautifully to protect my hair from the blowdryer and straightening iron ! i would give this product 10 stars if it were available ! my hair is very smooth and very healthy looking because of this product and other products by chi . i absolutely recommend this to anyone
neg,"i must say i enjoyed the book , but the ending was so sudden , with so many things left hanging , that i was disappointed . i wish one more chapter had been written to clear up - how did manderly catch fire , what did they do when they got to the burning house , and how did they pick up their lives . all we had at the ending was ashes . also , the narrator , who never gives her name , was sometimes very odd - hiding behind doors in her own home , sneaking food , hiding behind chairs . the book is worth reading , but i wish that , instead of spending so much time describing the trees and the sea , du maurier had written a better ending ."
neg,i had an s5000 but it dropped it and broke . so i decided to buy this model since i loved the s5000 so much . they took away so many of the great options and quality that the s5000 had...so now i just use a small fuji pocket digital camera and this one sits on the shelf . it is very blurry in low light and has very little shake control . i would suggest going with the s5000 even with lower megapixels it is much better quality
pos,"the picture viewer is a fun way to carry lots of digital pictures in a small device . however , setting it up and loading it was a nightmare . i spent hours writing to tech support and ultimately on the phone to figure out how to move the pictures from my computer to the device"
pos,i learned a lot about this history . was useful for the papers that we had to do in class
pos,"i remember way back in ' 80 when this movie was the buzz of hollywood . that is , the buzz on johnny carson . the media killed this movie before anybody had the chance to judge it for itself . yet , in the mid 80 's , it came out on both betamax and vhs , and naturally i bought me a beta copy to judge for myself what kind of a movie it was . first , it is not a drive in movie or one made for mass consumption . it is long and intraclly woven together . it is lavish and sometimes loud . it is a brutal slap in the face to "" manifest destiny "" and a cruel dig to the sickos that even today claim that this is "" god 's "" country . as if their ' god "" gave them wealth and privilige and that this god justifies revolution , massacre and war . many comparisons can be mase with the america of the late 19th century and the america ruled presently by king george w . and his robber barons of capitalism . but it is now , as then , much more conveniant to steer the "" common man "" into their churches , into their army , into their lies . the enemy is those "" illegal aliens "" those in the "" gay agenda , "" those who dare to investigate or challenge the status quo . kris kristofferson plays a mayor / sherriff if wealth and means who ( shock-shock ) sides with the common man and the undertrodden . when another of his "" breeding and class "" challenges him on why he stands up for the underdogs and not his own class , he replies to the creep : "" you are not of my class , to be of my class you first have to die and be born again ! "" this is a revolutionary movie , meant to be savored , each and every minute of it . this movie dares you to look at things usually not into history books or shown on the history channel"
pos,"this is a great product . i wish i had not waited so long to purchase it . you must be aware that it only works with l type batteries . i though that it would work with p or m types , which is what i have for 2 sony camcorders . i had to then purchase an l battery ( np-f970 ) . my old camcorder that uses p batteries is able to charge l batteries as well . do your homework with the batteries"
neg,"when the airplane kept it tight as in ' white rabbit ' ' somebody to love ' they were a force to be reckoned with , but when they got ideas above their station as in this live album there musical weakness really showed . now i happen to think that jack cassidy just about saves the band with that bass , but even he ca n't stop the monotony of ' bear melt ' and ' rock me baby ' surely the worst version i 've ever heard and this is all down to jorma kaukonen 's nasal vocal and mediocre guitar soloing . the guy maybe a great acoustic picker but his lead work leaves a lot to be desired and this is from someone who had to endure his interminably uninspired lead work at a hot tuna gig . anyone who saw the clip in woodstock will know what i mean..no wonder hendrix 's set was so eagerly awaited ! occasionally the band get it together and balin and slick 's vocals mesh together brilliant , but on the whole the set is an endurance test and the studio versions are far more immediate . face it when it comes down to it very few west coast bands could stretch out and reach the heights of say cream or ten years after . as i said casady is per usual on form but the drumming is fairly pedestrian throughout lacking the kick that could push the jams into another gear . it 's better than ' thirty seconds ' but then again anything is . if you think that ' happy trails ' and ' live dead ' are musical highpoints than this will complete the set , but i just think its sleep inducing"
pos,"a dvd with a message that pulls at the heart , and presents sadness and then joy to the viewer . strong singing cast with excellent voices . a must see"
